No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
16604.0,Février,1.0,21,19.0,37.0,51.0,49.0,65.0,1100.0,20.0,1.0,1017.0,-14.7,0.0,NW,1.6,Station Pikine
16606.0,Février,1.0,21,21.0,48.0,48.0,41.0,50.0,1100.0,24.0,1.0,1018.0,-13.5,0.0,ENE,1.2,Station Pikine
16607.0,Février,1.0,21,22.0,28.0,35.0,33.0,45.0,900.0,27.0,0.0,1020.0,-13.7,0.0,ENE,1.0,Station Pikine
16608.0,Février,1.0,21,23.0,32.0,33.0,30.0,46.0,900.0,23.0,-1.0,1016.0,-14.6,0.0,WNW,2.0,Station Pikine
16609.0,Février,1.0,22,0.0,29.0,29.0,21.0,36.0,800.0,31.0,-2.0,1016.0,-14.5,0.0,WNW,1.6,Station Pikine
16610.0,Février,1.0,22,1.0,28.0,28.0,15.0,32.0,800.0,31.0,-2.0,1017.0,-13.8,0.0,E,1.2,Station Pikine
16611.0,Février,1.0,22,2.0,23.0,26.0,14.0,32.0,900.0,30.0,-4.0,1020.0,-14.8,0.0,N,0.6,Station Pikine
16612.0,Février,1.0,22,3.0,26.0,26.0,20.0,39.0,1000.0,23.0,-5.0,1016.0,-15.1,0.0,NW,1.1,Station Pikine
16613.0,Février,1.0,22,4.0,34.0,48.0,24.0,56.0,1800.0,6.0,-6.0,1017.0,-15.5,0.0,ENE,0.6,Station Pikine
16614.0,Février,1.0,22,5.0,42.0,50.0,20.0,58.0,1600.0,3.0,-6.0,1019.0,-15.3,0.0,NW,1.7,Station Pikine
16615.0,Février,1.0,22,6.0,52.0,76.0,26.0,63.0,3200.0,2.0,-6.0,1019.0,-15.0,0.0,ENE,0.5,Station Pikine
16616.0,Février,1.0,22,7.0,39.0,58.0,17.0,56.0,1800.0,2.0,-7.0,1018.0,-15.2,0.0,W,0.9,Station Pikine
16619.0,Février,1.0,22,10.0,75.0,84.0,42.0,62.0,2200.0,4.0,-1.0,1016.0,-14.2,0.0,WSW,0.9,Station Pikine
16620.0,Février,1.0,22,11.0,72.0,100.0,47.0,62.0,2000.0,11.0,1.0,1018.0,-13.5,0.0,SW,1.1,Station Pikine
16623.0,Février,1.0,22,14.0,48.0,48.0,32.0,38.0,800.0,43.0,3.0,1010.0,-16.2,0.0,SE,2.3,Station Pikine
16624.0,Février,1.0,22,15.0,48.0,60.0,35.0,51.0,1000.0,44.0,4.0,1015.0,-15.3,0.0,SSW,1.8,Station Pikine
16625.0,Février,1.0,22,16.0,70.0,86.0,38.0,83.0,1400.0,25.0,4.0,1014.0,-14.8,0.0,ESE,1.7,Station Pikine
16626.0,Février,1.0,22,17.0,86.0,102.0,39.0,98.0,1600.0,13.0,3.0,1015.0,-14.2,0.0,ESE,1.8,Station Pikine
16627.0,Février,1.0,22,18.0,107.0,146.0,41.0,119.0,2000.0,4.0,2.0,1014.0,-13.4,0.0,N,1.0,Station Pikine
16629.0,Février,1.0,22,20.0,111.0,119.0,47.0,105.0,2400.0,3.0,-1.0,1010.0,-13.9,0.0,NNW,0.4,Station Pikine
16632.0,Février,1.0,22,23.0,121.0,121.0,43.0,103.0,2400.0,3.0,-4.0,1013.0,-14.8,0.0,NW,1.3,Station Pikine
16633.0,Février,1.0,23,0.0,122.0,132.0,40.0,106.0,2300.0,4.0,-4.0,1008.0,-13.9,0.0,NW,0.8,Station Pikine
16635.0,Février,1.0,23,2.0,156.0,166.0,38.0,104.0,2500.0,2.0,-5.0,1010.0,-13.6,0.0,NW,1.4,Station Pikine
16636.0,Février,1.0,23,3.0,156.0,168.0,39.0,106.0,2300.0,2.0,-6.0,1009.0,-13.8,0.0,N,1.0,Station Pikine
16637.0,Février,1.0,23,4.0,166.0,184.0,39.0,105.0,3100.0,5.0,-6.0,1012.0,-13.2,0.0,E,0.4,Station Pikine
16638.0,Février,1.0,23,5.0,175.0,180.0,47.0,104.0,2600.0,3.0,-6.0,1007.0,-12.9,0.0,NNW,1.4,Station Pikine
16640.0,Février,1.0,23,7.0,148.0,161.0,44.0,98.0,2600.0,5.0,-7.0,1011.0,-13.3,0.0,NE,0.7,Station Pikine
16641.0,Février,1.0,23,8.0,161.0,180.0,35.0,95.0,3000.0,6.0,-6.0,1011.0,-12.9,0.0,SSW,0.3,Station Pikine
16674.0,Février,1.0,24,17.0,76.0,91.0,40.0,65.0,1400.0,24.0,2.0,1017.0,-5.6,0.0,NNW,1.7,Station Pikine
16675.0,Février,1.0,24,18.0,62.0,98.0,24.0,66.0,1300.0,18.0,0.0,1015.0,-2.1,0.1,NNW,1.2,Station Pikine
16676.0,Février,1.0,24,19.0,79.0,79.0,13.0,71.0,1700.0,8.0,0.0,1016.0,-2.2,0.0,NNE,1.9,Station Pikine
16677.0,Février,1.0,24,20.0,88.0,88.0,12.0,67.0,1700.0,10.0,0.0,1021.0,-1.8,0.1,NE,1.2,Station Pikine
16678.0,Février,1.0,24,21.0,79.0,79.0,10.0,63.0,1500.0,10.0,0.0,1019.0,-1.4,0.1,W,0.6,Station Pikine
16679.0,Février,1.0,24,22.0,86.0,86.0,9.0,64.0,1700.0,8.0,0.0,1020.0,-2.4,0.0,ESE,1.5,Station Pikine
16680.0,Février,1.0,24,23.0,84.0,84.0,10.0,65.0,1700.0,9.0,0.0,1019.0,-2.2,0.0,E,0.9,Station Pikine
16681.0,Février,1.0,25,0.0,87.0,87.0,10.0,65.0,1800.0,8.0,0.0,1015.0,-2.1,0.0,E,1.3,Station Pikine
16682.0,Février,1.0,25,1.0,92.0,92.0,10.0,72.0,1900.0,6.0,0.0,1020.0,-2.1,0.0,ESE,1.4,Station Pikine
16683.0,Février,1.0,25,2.0,109.0,109.0,7.0,70.0,1900.0,6.0,0.0,1015.0,-2.2,0.0,E,1.0,Station Pikine
16684.0,Février,1.0,25,3.0,107.0,107.0,7.0,70.0,1900.0,5.0,0.0,1017.0,-1.9,0.0,SW,0.2,Station Pikine
16685.0,Février,1.0,25,4.0,91.0,91.0,8.0,63.0,1600.0,2.0,0.0,1015.0,-2.2,0.0,SE,0.7,Station Pikine
16686.0,Février,1.0,25,5.0,117.0,117.0,7.0,70.0,2100.0,2.0,-1.0,1018.0,-2.9,0.0,NW,0.7,Station Pikine
16687.0,Février,1.0,25,6.0,104.0,104.0,8.0,70.0,2200.0,2.0,-1.0,1018.0,-2.9,0.0,NNW,0.8,Station Pikine
16688.0,Février,1.0,25,7.0,118.0,118.0,9.0,71.0,2500.0,2.0,-1.0,1017.0,-3.2,0.0,WNW,0.8,Station Pikine
16689.0,Février,1.0,25,8.0,112.0,112.0,10.0,72.0,2400.0,2.0,-1.0,1015.0,-2.7,0.0,NNW,1.0,Station Pikine
16690.0,Février,1.0,25,9.0,119.0,119.0,12.0,69.0,2300.0,2.0,0.0,1016.0,-2.1,0.0,W,0.7,Station Pikine
16691.0,Février,1.0,25,10.0,133.0,133.0,17.0,73.0,2700.0,2.0,0.0,1014.0,-3.4,0.0,SSE,0.4,Station Pikine
16692.0,Février,1.0,25,11.0,149.0,149.0,27.0,69.0,2400.0,4.0,2.0,1018.0,-2.9,0.0,S,1.8,Station Pikine
16693.0,Février,1.0,25,12.0,143.0,143.0,34.0,65.0,2000.0,14.0,3.0,1014.0,-2.9,0.0,WSW,2.2,Station Pikine
16694.0,Février,1.0,25,13.0,124.0,124.0,29.0,45.0,1500.0,32.0,3.0,1011.0,-4.2,0.0,W,2.0,Station Pikine
16695.0,Février,1.0,25,14.0,125.0,125.0,33.0,48.0,1500.0,36.0,4.0,1014.0,-4.2,0.0,WSW,1.0,Station Pikine
16696.0,Février,1.0,25,15.0,121.0,121.0,34.0,56.0,1500.0,34.0,4.0,1015.0,-4.7,0.0,S,0.9,Station Pikine
16697.0,Février,1.0,25,16.0,125.0,125.0,31.0,57.0,1500.0,34.0,4.0,1015.0,-4.7,0.0,SSW,0.9,Station Pikine
16698.0,Février,1.0,25,17.0,124.0,124.0,26.0,64.0,1500.0,30.0,3.0,1014.0,-4.7,0.0,S,1.2,Station Pikine
16699.0,Février,1.0,25,18.0,153.0,159.0,16.0,85.0,2000.0,10.0,3.0,1010.0,-2.5,0.0,ESE,1.4,Station Pikine
16700.0,Février,1.0,25,19.0,187.0,188.0,9.0,94.0,2300.0,2.0,2.0,1016.0,-2.7,0.0,E,1.4,Station Pikine
16701.0,Février,1.0,25,20.0,213.0,213.0,9.0,93.0,2700.0,2.0,0.0,1012.0,-3.6,0.0,N,1.1,Station Pikine
16702.0,Février,1.0,25,21.0,215.0,215.0,7.0,91.0,2800.0,2.0,0.0,1015.0,-3.2,0.0,ENE,0.6,Station Pikine
16703.0,Février,1.0,25,22.0,215.0,215.0,8.0,90.0,3000.0,2.0,-2.0,1017.0,-4.3,0.0,N,0.9,Station Pikine
16704.0,Février,1.0,25,23.0,217.0,217.0,8.0,81.0,3300.0,2.0,-2.0,1016.0,-4.5,0.0,N,0.8,Station Pikine
16705.0,Février,1.0,26,0.0,183.0,183.0,6.0,72.0,2600.0,2.0,-2.0,1014.0,-4.2,0.0,N,1.2,Station Pikine
16706.0,Février,1.0,26,1.0,174.0,174.0,6.0,68.0,2600.0,2.0,-3.0,1016.0,-5.3,0.0,NNW,1.9,Station Pikine
16707.0,Février,1.0,26,2.0,183.0,183.0,6.0,68.0,2700.0,2.0,-4.0,1011.0,-6.0,0.0,NNW,1.8,Station Pikine
16708.0,Février,1.0,26,3.0,166.0,166.0,5.0,66.0,2400.0,2.0,-4.0,1011.0,-6.0,0.0,NW,0.8,Station Pikine
16709.0,Février,1.0,26,4.0,164.0,164.0,4.0,65.0,2300.0,2.0,-4.0,1011.0,-6.0,0.0,NNW,1.3,Station Pikine
16710.0,Février,1.0,26,5.0,173.0,173.0,2.0,60.0,2800.0,2.0,-5.0,1011.0,-7.0,0.0,NNW,2.0,Station Pikine
16711.0,Février,1.0,26,6.0,171.0,171.0,4.0,63.0,3300.0,2.0,-5.0,1013.0,-6.7,0.0,NNW,1.4,Station Pikine
16712.0,Février,1.0,26,7.0,190.0,190.0,4.0,63.0,3300.0,2.0,-5.0,1017.0,-6.7,0.0,NNW,2.2,Station Pikine
16713.0,Février,1.0,26,8.0,132.0,132.0,22.0,56.0,1900.0,4.0,3.0,1018.0,-8.7,0.0,WNW,5.6,Station Pikine
16714.0,Février,1.0,26,9.0,29.0,29.0,33.0,28.0,700.0,26.0,3.0,1016.0,-10.0,0.0,WNW,5.0,Station Pikine
16715.0,Février,1.0,26,10.0,19.0,25.0,26.0,24.0,600.0,28.0,3.0,1021.0,-11.4,0.0,WNW,3.9,Station Pikine
16716.0,Février,1.0,26,11.0,24.0,29.0,19.0,21.0,600.0,34.0,3.0,1022.0,-13.8,0.0,NNW,5.1,Station Pikine
16717.0,Février,1.0,26,12.0,14.0,14.0,5.0,12.0,400.0,52.0,3.0,1023.0,-15.7,0.0,NW,2.0,Station Pikine
16718.0,Février,1.0,26,13.0,13.0,13.0,2.0,10.0,300.0,60.0,3.0,1021.0,-19.1,0.0,NNW,3.2,Station Pikine
16719.0,Février,1.0,26,14.0,40.0,5.0,2.0,10.8,300.0,53.9,3.0,1022.0,-19.7,0.0,NNW,4.2,Station Pikine
16720.0,Février,1.0,26,15.0,40.0,62.0,2.0,9.0,700.0,56.0,3.0,1021.0,-21.2,0.0,NNW,4.7,Station Pikine
16721.0,Février,1.0,26,16.0,4.0,4.0,2.0,14.0,100.0,60.0,2.0,1024.0,-23.6,0.0,N,4.2,Station Pikine
16722.0,Février,1.0,26,17.0,8.0,28.0,2.0,14.0,100.0,63.0,1.0,1023.0,-23.6,0.0,NNW,3.1,Station Pikine
16723.0,Février,1.0,26,18.0,8.0,29.0,4.0,19.0,100.0,59.0,0.0,1022.0,-22.9,0.0,NNW,4.9,Station Pikine
16724.0,Février,1.0,26,19.0,12.0,26.0,2.0,14.0,100.0,64.0,-1.0,1026.0,-23.7,0.0,NNW,5.1,Station Pikine
16725.0,Février,1.0,26,20.0,12.0,26.0,2.0,14.0,100.0,64.0,-2.0,1026.0,-25.3,0.0,NNW,3.6,Station Pikine
16726.0,Février,1.0,26,21.0,7.0,14.0,2.0,10.0,100.0,68.0,-3.0,1025.0,-24.7,0.0,NW,3.3,Station Pikine
16727.0,Février,1.0,26,22.0,5.0,14.0,2.0,15.0,100.0,59.0,-4.0,1029.0,-24.3,0.0,NNW,3.4,Station Pikine
16728.0,Février,1.0,26,23.0,16.0,16.0,2.0,10.0,100.0,65.0,-5.0,1030.0,-22.5,0.0,WNW,1.5,Station Pikine
16729.0,Février,1.0,27,0.0,19.0,23.0,4.0,15.0,100.0,55.0,-6.0,1026.0,-22.0,0.0,WNW,2.9,Station Pikine
16730.0,Février,1.0,27,1.0,16.0,20.0,8.0,24.0,100.0,43.0,-6.0,1027.0,-21.2,0.0,NW,2.1,Station Pikine
16731.0,Février,1.0,27,2.0,11.0,17.0,14.0,20.0,100.0,45.0,-7.0,1026.0,-22.5,0.0,WNW,3.1,Station Pikine
16732.0,Février,1.0,27,3.0,14.0,16.0,18.0,22.0,400.0,45.0,-7.0,1027.0,-22.5,0.0,WNW,3.7,Station Pikine
16733.0,Février,1.0,27,4.0,15.0,15.0,21.0,20.0,500.0,33.0,-7.0,1029.0,-22.1,0.0,NW,1.9,Station Pikine
16734.0,Février,1.0,27,5.0,12.0,12.0,17.0,16.0,400.0,39.0,-7.0,1030.0,-21.7,0.0,NW,3.1,Station Pikine
16735.0,Février,1.0,27,6.0,11.0,13.0,21.0,17.0,500.0,39.0,-7.0,1026.0,-21.3,0.0,WNW,4.2,Station Pikine
16736.0,Février,1.0,27,7.0,17.0,20.0,26.0,23.0,600.0,30.0,-7.0,1026.0,-21.3,0.0,WNW,2.6,Station Pikine
16737.0,Février,1.0,27,8.0,19.0,23.0,28.0,28.0,700.0,23.0,-7.0,1027.0,-21.7,0.0,NW,2.9,Station Pikine
16738.0,Février,1.0,27,9.0,20.0,30.0,27.0,27.0,700.0,26.0,-6.0,1031.0,-22.9,0.0,WNW,6.8,Station Pikine
16739.0,Février,1.0,27,10.0,20.0,20.0,18.0,17.0,500.0,38.0,-5.0,1027.0,-23.5,0.0,WNW,7.0,Station Pikine
16740.0,Février,1.0,27,11.0,16.0,16.0,6.0,11.0,400.0,46.0,-2.0,1028.0,-22.0,0.0,NW,5.0,Station Pikine
16741.0,Février,1.0,27,12.0,10.0,10.0,7.0,10.0,300.0,50.0,-1.0,1027.0,-22.4,0.0,WNW,5.5,Station Pikine
16742.0,Février,1.0,27,13.0,9.0,9.0,9.0,12.0,300.0,49.0,0.0,1029.0,-22.9,0.0,W,3.8,Station Pikine
16743.0,Février,1.0,27,14.0,16.0,16.0,10.0,15.0,300.0,48.0,1.0,1024.0,-22.8,0.0,W,5.4,Station Pikine
16744.0,Février,1.0,27,15.0,10.0,16.0,11.0,19.0,300.0,44.0,1.0,1027.0,-22.8,0.0,WNW,4.5,Station Pikine
16745.0,Février,1.0,27,16.0,11.0,22.0,15.0,22.0,300.0,44.0,2.0,1021.0,-22.0,0.0,WNW,3.9,Station Pikine
16746.0,Février,1.0,27,17.0,18.0,23.0,16.0,29.0,400.0,38.0,1.0,1027.0,-21.4,0.0,WNW,3.4,Station Pikine
16747.0,Février,1.0,27,18.0,26.0,34.0,22.0,47.0,700.0,21.0,0.0,1023.0,-20.9,0.0,WNW,2.8,Station Pikine
16748.0,Février,1.0,27,19.0,30.0,42.0,30.0,52.0,700.0,15.0,-2.0,1025.0,-20.9,0.0,NW,1.5,Station Pikine
16749.0,Février,1.0,27,20.0,35.0,44.0,34.0,58.0,900.0,8.0,15.7,1008.1,3.8,,,,Station Pikine
16750.0,Février,1.0,27,21.0,46.0,48.0,36.0,50.0,1100.0,10.0,-4.0,1024.0,-20.7,0.0,NNE,1.6,Station Pikine
16751.0,Février,1.0,27,22.0,38.0,38.0,27.0,27.0,800.0,25.0,-3.0,1026.0,-20.3,0.0,NE,2.8,Station Pikine
16752.0,Février,1.0,27,23.0,23.0,23.0,15.0,17.0,500.0,39.0,-2.8,1026.9,-20.6,0.0,NNE,2.2,Station Pikine
16753.0,Février,1.0,28,0.0,20.0,20.0,10.0,14.0,400.0,45.0,-5.0,1027.0,-20.7,0.0,WNW,0.9,Station Pikine
16754.0,Février,1.0,28,1.0,38.0,39.0,24.0,44.0,1000.0,13.0,-6.0,1027.0,-20.4,0.0,WNW,1.5,Station Pikine
16755.0,Février,1.0,28,2.0,27.0,27.0,16.0,30.0,600.0,23.0,-4.0,1026.0,-19.9,0.0,E,1.7,Station Pikine
16756.0,Février,1.0,28,3.0,30.0,31.0,22.0,49.0,900.0,6.0,-4.0,1023.0,-19.9,0.0,N,0.6,Station Pikine
16757.0,Février,1.0,28,4.0,28.0,28.0,36.0,37.0,600.0,13.0,-4.0,1028.0,-20.7,0.0,NW,1.1,Station Pikine
16758.0,Février,1.0,28,5.0,37.0,46.0,32.0,44.0,1700.0,11.0,-6.0,1025.0,-19.4,0.0,SSW,1.1,Station Pikine
16759.0,Février,1.0,28,6.0,61.0,67.0,38.0,63.0,2200.0,2.0,-6.0,1027.0,-19.4,0.0,S,1.4,Station Pikine
16760.0,Février,1.0,28,7.0,43.0,43.0,31.0,63.0,1400.0,2.0,-6.0,1026.0,-18.7,0.0,NW,0.9,Station Pikine
16761.0,Février,1.0,28,8.0,25.0,27.0,38.0,63.0,1000.0,2.0,-6.0,1028.0,-18.4,0.0,NW,0.9,Station Pikine
16762.0,Février,1.0,28,9.0,31.0,41.0,33.0,61.0,1200.0,2.0,-5.0,1029.0,-18.5,0.0,WSW,1.7,Station Pikine
16763.0,Février,1.0,28,10.0,45.0,66.0,40.0,59.0,1500.0,2.0,-4.0,1029.0,-19.5,0.0,S,0.5,Station Pikine
16764.0,Février,1.0,28,11.0,61.0,68.0,39.0,57.0,1400.0,6.0,-1.0,1028.0,-18.6,0.0,SSE,1.9,Station Pikine
16765.0,Février,1.0,28,12.0,41.0,41.0,30.0,36.0,800.0,24.0,-1.0,1023.0,-20.1,0.0,SE,1.8,Station Pikine
16766.0,Février,1.0,28,13.0,28.0,28.0,15.0,17.0,400.0,44.0,0.0,1024.0,-20.9,0.0,ESE,2.9,Station Pikine
16767.0,Février,1.0,28,14.0,16.0,16.0,11.0,13.0,300.0,54.0,1.0,1021.0,-20.7,0.0,ESE,1.1,Station Pikine
16768.0,Février,1.0,28,15.0,21.0,21.0,13.0,16.0,300.0,51.0,1.0,1021.0,-20.7,0.0,E,1.9,Station Pikine
16769.0,Février,1.0,28,16.0,24.0,27.0,16.0,29.0,400.0,44.0,0.0,1021.0,-20.3,0.0,ESE,1.6,Station Pikine
16770.0,Février,1.0,28,17.0,32.0,35.0,15.0,42.0,500.0,33.0,0.0,1024.0,-20.3,0.0,ESE,2.3,Station Pikine
16771.0,Février,1.0,28,18.0,47.0,61.0,23.0,54.0,700.0,20.0,0.0,1024.0,-19.2,0.0,E,1.5,Station Pikine
16772.0,Février,1.0,28,19.0,70.0,87.0,33.0,74.0,1200.0,3.0,-1.0,1022.0,-19.6,0.0,ESE,2.4,Station Pikine
16776.0,Février,1.0,28,23.0,79.0,82.0,48.0,74.0,1900.0,2.0,-2.0,1021.0,-18.6,0.0,E,0.8,Station Pikine
16777.0,Février,1.0,29,0.0,84.0,84.0,48.0,71.0,2000.0,2.0,-2.0,1019.0,-18.1,0.0,NW,0.8,Station Pikine
16778.0,Février,1.0,29,1.0,89.0,89.0,49.0,72.0,2100.0,2.0,-2.0,1021.0,-17.7,0.0,N,0.8,Station Pikine
16779.0,Février,1.0,29,2.0,80.0,80.0,42.0,72.0,1900.0,2.0,-2.0,1018.0,-17.7,0.0,WNW,1.0,Station Pikine
16785.0,Février,1.0,29,8.0,150.0,166.0,44.0,79.0,3200.0,6.0,-5.0,1020.0,-16.2,0.0,N,1.2,Station Pikine
16786.0,Février,1.0,29,9.0,40.0,62.0,,,700.0,,-4.0,1019.0,-15.9,0.0,NNW,1.4,Station Pikine
16787.0,Février,1.0,29,10.0,40.0,62.0,,,700.0,,0.0,1021.0,-12.7,0.0,WNW,1.6,Station Pikine
16788.0,Février,1.0,29,11.0,40.0,62.0,,,700.0,,2.0,1022.0,-13.0,0.0,SSW,1.6,Station Pikine
16789.0,Février,1.0,29,12.0,40.0,62.0,,,700.0,,3.0,1019.0,-16.2,0.0,WNW,5.2,Station Pikine
16790.0,Février,1.0,29,13.0,40.0,62.0,,,700.0,,3.0,1018.0,-17.3,0.0,W,6.6,Station Pikine
16791.0,Février,1.0,29,14.0,40.0,62.0,,,700.0,,3.0,1021.0,-17.8,0.0,W,5.3,Station Pikine
16792.0,Février,1.0,29,15.0,40.0,62.0,,,700.0,,3.0,1018.0,-19.1,0.0,WNW,5.9,Station Pikine
16793.0,Février,1.0,29,16.0,11.0,37.0,5.0,16.0,400.0,65.0,3.0,1015.0,-18.4,0.0,WNW,4.3,Station Pikine
16794.0,Février,1.0,29,17.0,14.0,31.0,2.0,18.0,300.0,64.0,2.0,1018.0,-18.7,0.0,NNW,3.2,Station Pikine
16795.0,Février,1.0,29,18.0,7.0,33.0,2.0,13.0,300.0,70.0,1.0,1018.0,-18.9,0.0,NW,2.7,Station Pikine
16796.0,Février,1.0,29,19.0,16.0,19.0,3.0,20.0,500.0,63.0,0.0,1022.0,-18.7,0.0,NW,3.2,Station Pikine
16797.0,Février,1.0,29,20.0,20.0,20.0,3.0,17.0,400.0,64.0,-1.0,1025.0,-19.6,0.0,NNE,1.8,Station Pikine
16798.0,Février,1.0,29,21.0,12.0,15.0,3.0,17.0,400.0,62.0,-2.0,1022.0,-19.5,0.0,NE,1.2,Station Pikine
16799.0,Février,1.0,29,22.0,9.0,15.0,2.0,16.0,300.0,60.0,-2.0,1023.0,-19.0,0.0,N,2.7,Station Pikine
16800.0,Février,1.0,29,23.0,15.0,15.0,3.0,17.0,400.0,58.0,-2.0,1025.0,-19.5,0.0,NNW,4.0,Station Pikine
16801.0,Février,1.0,30,0.0,14.0,14.0,3.0,14.0,400.0,60.0,-4.0,1023.0,-20.7,0.0,NNW,2.0,Station Pikine
16802.0,Février,1.0,30,1.0,12.0,13.0,6.0,12.0,400.0,59.0,-5.0,1026.0,-19.9,0.0,WNW,1.3,Station Pikine
16803.0,Février,1.0,30,2.0,10.0,17.0,11.0,14.0,500.0,56.0,-5.0,1023.0,-19.9,0.0,NW,1.5,Station Pikine
16804.0,Février,1.0,30,3.0,10.0,16.0,13.0,15.0,500.0,53.0,-6.0,1025.0,-20.1,0.0,NNE,1.1,Station Pikine
16805.0,Février,1.0,30,4.0,15.0,18.0,17.0,23.0,600.0,45.0,-6.0,1026.0,-20.4,0.0,WNW,2.5,Station Pikine
16806.0,Février,1.0,30,5.0,11.0,28.0,12.0,24.0,500.0,46.0,-6.0,1026.0,-20.8,0.0,NW,3.9,Station Pikine
16807.0,Février,1.0,30,6.0,13.0,25.0,11.0,27.0,500.0,42.0,-6.0,1024.0,-20.4,0.0,NNW,1.8,Station Pikine
16808.0,Février,1.0,30,7.0,15.0,24.0,12.0,33.0,600.0,35.0,-6.0,1028.0,-20.4,0.0,NE,1.7,Station Pikine
16809.0,Février,1.0,30,8.0,16.0,21.0,17.0,35.0,600.0,34.0,-7.0,1024.0,-21.0,0.0,NW,1.7,Station Pikine
16810.0,Février,1.0,30,9.0,21.0,26.0,22.0,33.0,700.0,30.0,-4.0,1025.0,-20.7,0.0,WNW,1.1,Station Pikine
16811.0,Février,1.0,30,10.0,14.0,25.0,24.0,20.0,700.0,52.0,-2.0,1028.0,-20.4,0.0,WNW,3.2,Station Pikine
16812.0,Février,1.0,30,11.0,17.0,27.0,15.0,16.0,500.0,60.0,-1.0,1031.0,-20.6,0.0,WNW,4.9,Station Pikine
16813.0,Février,1.0,30,12.0,11.0,21.0,18.0,14.0,500.0,61.0,1.0,1026.0,-20.7,0.0,W,4.3,Station Pikine
16814.0,Février,1.0,30,13.0,14.0,23.0,12.0,14.0,400.0,63.0,15.7,1008.1,3.8,,,,Station Pikine
16815.0,Février,1.0,30,14.0,12.0,32.0,15.0,17.0,500.0,59.0,2.0,1027.0,-22.0,0.0,W,5.3,Station Pikine
16816.0,Février,1.0,30,15.0,14.0,36.0,12.0,18.0,500.0,60.0,3.0,1025.0,-21.2,0.0,WNW,2.9,Station Pikine
16817.0,Février,1.0,30,16.0,14.0,29.0,10.0,20.0,500.0,59.0,3.0,1026.0,-22.0,0.0,W,5.5,Station Pikine
16818.0,Février,1.0,30,17.0,20.0,34.0,12.0,28.0,600.0,51.0,2.0,1024.0,-23.6,0.0,WNW,2.7,Station Pikine
16819.0,Février,1.0,30,18.0,25.0,38.0,18.0,41.0,800.0,40.0,1.0,1027.0,-23.6,0.0,NNW,1.9,Station Pikine
16820.0,Février,1.0,30,19.0,17.0,25.0,5.0,22.0,500.0,57.0,-1.0,1028.0,-23.7,0.0,N,1.4,Station Pikine
16821.0,Février,1.0,30,20.0,14.0,24.0,5.0,25.0,500.0,52.0,-2.0,1029.0,-22.6,0.0,ENE,0.7,Station Pikine
16822.0,Février,1.0,30,21.0,10.0,19.0,2.0,21.0,400.0,54.0,-2.0,1028.0,-22.6,0.0,NE,1.1,Station Pikine
16823.0,Février,1.0,30,22.0,9.0,13.0,2.0,12.0,400.0,62.0,-1.0,1029.0,-22.4,0.0,NNE,2.7,Station Pikine
16824.0,Février,1.0,30,23.0,14.0,14.0,2.0,14.0,400.0,61.0,-2.0,1030.0,-23.9,0.0,N,3.8,Station Pikine
16825.0,Février,1.0,31,0.0,16.0,16.0,2.0,17.0,400.0,56.0,-2.0,1032.0,-23.2,0.0,N,2.5,Station Pikine
16826.0,Février,1.0,31,1.0,17.0,18.0,5.0,18.0,400.0,49.0,-4.0,1028.0,-23.7,0.0,NNW,1.7,Station Pikine
16827.0,Février,1.0,31,2.0,14.0,20.0,20.0,26.0,500.0,38.0,-4.0,1028.0,-23.2,0.0,N,2.4,Station Pikine
16828.0,Février,1.0,31,3.0,14.0,24.0,45.0,33.0,600.0,28.0,-5.0,1031.0,-23.5,0.0,NNE,2.1,Station Pikine
16829.0,Février,1.0,31,4.0,15.0,17.0,36.0,29.0,600.0,32.0,-6.0,1030.0,-23.8,0.0,N,1.9,Station Pikine
16830.0,Février,1.0,31,5.0,10.0,14.0,21.0,21.0,600.0,44.0,15.7,1008.1,3.8,,,,Station Pikine
16831.0,Février,1.0,31,6.0,13.0,17.0,45.0,21.0,600.0,46.0,-6.0,1027.0,-23.4,0.0,NNW,1.9,Station Pikine
16832.0,Février,1.0,31,7.0,16.0,19.0,29.0,22.0,600.0,43.0,-6.0,1028.0,-22.9,0.0,NW,1.6,Station Pikine
16833.0,Février,1.0,31,8.0,18.0,22.0,32.0,25.0,600.0,40.0,-6.0,1033.0,-22.5,0.0,NNW,1.8,Station Pikine
16834.0,Février,1.0,31,9.0,24.0,27.0,35.0,26.0,600.0,40.0,-4.0,1031.0,-22.6,0.0,NNW,1.6,Station Pikine
16835.0,Février,1.0,31,10.0,26.0,26.0,36.0,23.0,600.0,45.0,0.0,1033.0,-21.6,0.0,N,1.4,Station Pikine
16836.0,Février,1.0,31,11.0,14.0,14.0,25.0,17.0,400.0,54.0,1.0,1033.0,-22.1,0.0,ENE,1.4,Station Pikine
16837.0,Février,1.0,31,12.0,11.0,11.0,20.0,13.0,400.0,58.0,2.0,1027.0,-22.0,0.0,SE,0.8,Station Pikine
16838.0,Février,1.0,31,13.0,19.0,19.0,15.0,10.0,300.0,64.0,3.0,1027.0,-22.8,0.0,NE,2.5,Station Pikine
16839.0,Février,1.0,31,14.0,12.0,12.0,16.0,9.0,300.0,68.0,4.0,1023.0,-25.0,0.0,NW,1.2,Station Pikine
